Timestamp,CPU_Usage,Activity_Status
2023-07-01 00:00:00,13.268307582441778,Light Usage
2023-07-01 00:15:00,5.36321985029437,Idle
2023-07-01 00:30:00,8.307895762070432,Idle
2023-07-01 00:45:00,2.1250422827900026,Idle
2023-07-01 01:00:00,7.479053678072564,Idle
2023-07-01 01:15:00,9.515451896983828,Idle
2023-07-01 01:30:00,6.541991501941809,Idle
2023-07-01 01:45:00,8.217749510062418,Idle
2023-07-01 02:00:00,25.524999922640713,Light Usage
2023-07-01 02:15:00,14.63154778716526,Light Usage
2023-07-01 02:30:00,0.6561532839301094,Idle
2023-07-01 02:45:00,4.264382743887659,Idle
2023-07-01 03:00:00,5.033502777697997,Idle
2023-07-01 03:15:00,5.172168679914989,Idle
2023-07-01 03:30:00,8.18939197163878,Idle
2023-07-01 03:45:00,6.576689334222578,Idle
2023-07-01 04:00:00,14.394100425288094,Light Usage
2023-07-01 04:15:00,8.887571025368244,Idle
2023-07-01 04:30:00,0.0,Idle
2023-07-01 04:45:00,8.419536527525597,Idle
2023-07-01 05:00:00,10.944068165920337,Light Usage
2023-07-01 05:15:00,10.357371879949314,Light Usage
2023-07-01 05:30:00,15.062596002009386,Light Usage
2023-07-01 05:45:00,7.640770149162538,Idle
2023-07-01 06:00:00,8.999068505133124,Idle
2023-07-01 06:15:00,6.348539019404074,Idle
2023-07-01 06:30:00,12.180775048716786,Light Usage
2023-07-01 06:45:00,16.304723022957077,Light Usage
2023-07-01 07:00:00,13.489253307173176,Light Usage
2023-07-01 07:15:00,18.73534232913944,Light Usage
2023-07-01 07:30:00,8.195141450701788,Idle
2023-07-01 07:45:00,10.2249726492514,Light Usage
2023-07-01 08:00:00,15.855968707777198,Light Usage
2023-07-01 08:15:00,7.072420715097275,Idle
2023-07-01 08:30:00,4.25006785895002,Idle
2023-07-01 08:45:00,11.269572020947496,Light Usage
2023-07-01 09:00:00,3.6524229255391374,Idle
2023-07-01 09:15:00,13.151057134574428,Light Usage
2023-07-01 09:30:00,0.8671563717162503,Idle
2023-07-01 09:45:00,12.167400718270379,Light Usage
2023-07-01 10:00:00,23.23126065311502,Light Usage
2023-07-01 10:15:00,9.177857817875314,Idle
2023-07-01 10:30:00,35.18790963914009,Light Usage
2023-07-01 10:45:00,39.128596572341955,Light Usage
2023-07-01 11:00:00,34.3780236526397,Light Usage
2023-07-01 11:15:00,19.75703461594908,Light Usage
2023-07-01 11:30:00,53.49548451099477,High Usage
2023-07-01 11:45:00,27.469608329337383,Light Usage
2023-07-01 12:00:00,34.10157245644474,Light Usage
2023-07-01 12:15:00,33.45421836829807,Light Usage
2023-07-01 12:30:00,41.89413352609617,Light Usage
2023-07-01 12:45:00,23.379871332908227,Light Usage
2023-07-01 13:00:00,16.85607687457106,Light Usage
2023-07-01 13:15:00,32.21066405387386,Light Usage
2023-07-01 13:30:00,9.051919963470212,Idle
2023-07-01 13:45:00,43.76509429679764,Light Usage
2023-07-01 14:00:00,25.258949255332915,Light Usage
2023-07-01 14:15:00,22.23092667046212,Light Usage
2023-07-01 14:30:00,35.71006903460941,Light Usage
2023-07-01 14:45:00,28.963418929692136,Light Usage
2023-07-01 15:00:00,10.196399430931837,Light Usage
2023-07-01 15:15:00,27.78143490136157,Light Usage
2023-07-01 15:30:00,27.391010655974387,Light Usage
2023-07-01 15:45:00,34.2612291815079,Light Usage
2023-07-01 16:00:00,21.20368563925124,Light Usage
2023-07-01 16:15:00,42.8078764570321,Light Usage
2023-07-01 16:30:00,11.00439349901751,Light Usage
2023-07-01 16:45:00,6.373316323722079,Idle
2023-07-01 17:00:00,74.84730137670768,High Usage
2023-07-01 17:15:00,30.969599246285327,Light Usage
2023-07-01 17:30:00,31.990728754722323,Light Usage
2023-07-01 17:45:00,30.453239600881645,Light Usage
2023-07-01 18:00:00,19.566473130955764,Light Usage
2023-07-01 18:15:00,35.51779218258388,Light Usage
2023-07-01 18:30:00,14.601590108848331,Light Usage
2023-07-01 18:45:00,28.950187187908973,Light Usage
2023-07-01 19:00:00,44.01192031002456,Light Usage
2023-07-01 19:15:00,15.499754572272884,Light Usage
2023-07-01 19:30:00,20.96061438838257,Light Usage
2023-07-01 19:45:00,20.351534236460793,Light Usage
2023-07-01 20:00:00,28.211769829055314,Light Usage
2023-07-01 20:15:00,31.348453042389025,Light Usage
2023-07-01 20:30:00,3.037469013950883,Idle
2023-07-01 20:45:00,16.098323607221733,Light Usage
2023-07-01 21:00:00,11.479348645276641,Light Usage
2023-07-01 21:15:00,66.96194161302085,High Usage
2023-07-01 21:30:00,47.29212083508492,Light Usage
2023-07-01 21:45:00,32.57146889963343,Light Usage
2023-07-01 22:00:00,4.605697211575201,Idle
2023-07-01 22:15:00,28.55678846103862,Light Usage
2023-07-01 22:30:00,46.66678039992571,Light Usage
2023-07-01 22:45:00,25.913408018957472,Light Usage
2023-07-01 23:00:00,17.901962566871532,Light Usage
2023-07-01 23:15:00,37.333941985191466,Light Usage
2023-07-01 23:30:00,46.823729029244205,Light Usage
2023-07-01 23:45:00,40.14503507780791,Light Usage
2023-07-02 00:00:00,7.730438145551007,Idle
2023-07-02 00:15:00,19.338693520274383,Light Usage
2023-07-02 00:30:00,9.61860502778323,Idle
2023-07-02 00:45:00,8.618994821692795,Idle
2023-07-02 01:00:00,11.004510976504177,Light Usage
2023-07-02 01:15:00,7.5407952706188,Idle
2023-07-02 01:30:00,5.880279722509794,Idle
2023-07-02 01:45:00,12.684519499539276,Light Usage
2023-07-02 02:00:00,14.084827134294734,Light Usage
2023-07-02 02:15:00,12.032060727592572,Light Usage
2023-07-02 02:30:00,13.20362034631818,Light Usage
2023-07-02 02:45:00,7.841240704872753,Idle
2023-07-02 03:00:00,12.907111841202749,Light Usage
2023-07-02 03:15:00,3.3456136265428427,Idle
2023-07-02 03:30:00,3.164062458669388,Idle
2023-07-02 03:45:00,7.03078808704379,Idle
2023-07-02 04:00:00,7.270409666615708,Idle
2023-07-02 04:15:00,10.626327286821866,Light Usage
2023-07-02 04:30:00,4.272376404535255,Idle
2023-07-02 04:45:00,4.587648960012029,Idle
2023-07-02 05:00:00,14.143906186168529,Light Usage
2023-07-02 05:15:00,13.378614949764565,Light Usage
2023-07-02 05:30:00,10.095915020893184,Light Usage
2023-07-02 05:45:00,11.846876055922785,Light Usage
2023-07-02 06:00:00,16.711338614401754,Light Usage
2023-07-02 06:15:00,12.46219202969709,Light Usage
2023-07-02 06:30:00,0.0,Idle
2023-07-02 06:45:00,17.832126881014336,Light Usage
2023-07-02 07:00:00,16.19648879945737,Light Usage
2023-07-02 07:15:00,15.96479252225575,Light Usage
2023-07-02 07:30:00,10.72488157608433,Light Usage
2023-07-02 07:45:00,6.2162191245884015,Idle
2023-07-02 08:00:00,5.591668020619057,Idle
2023-07-02 08:15:00,3.2240477048195544,Idle
2023-07-02 08:30:00,5.935314566163646,Idle
2023-07-02 08:45:00,12.7978880285137,Light Usage
2023-07-02 09:00:00,13.689671057478218,Light Usage
2023-07-02 09:15:00,6.012140208752246,Idle
2023-07-02 09:30:00,12.836956591128432,Light Usage
2023-07-02 09:45:00,16.045688812435213,Light Usage
2023-07-02 10:00:00,17.315094766550008,Light Usage
2023-07-02 10:15:00,52.16096002869624,High Usage
2023-07-02 10:30:00,57.972302841666014,High Usage
2023-07-02 10:45:00,33.451602901218095,Light Usage
2023-07-02 11:00:00,38.39578482360416,Light Usage
2023-07-02 11:15:00,25.624030229687875,Light Usage
2023-07-02 11:30:00,52.04922455794808,High Usage
2023-07-02 11:45:00,34.16247877622704,Light Usage
2023-07-02 12:00:00,28.312045350915604,Light Usage
2023-07-02 12:15:00,45.10959346005914,Light Usage
2023-07-02 12:30:00,36.28995341309939,Light Usage
2023-07-02 12:45:00,16.815044505727386,Light Usage
2023-07-02 13:00:00,26.000305699077963,Light Usage
2023-07-02 13:15:00,38.362676770505175,Light Usage
2023-07-02 13:30:00,35.685333449098124,Light Usage
2023-07-02 13:45:00,40.18070576743389,Light Usage
2023-07-02 14:00:00,24.512061909017753,Light Usage
2023-07-02 14:15:00,28.474080385998775,Light Usage
2023-07-02 14:30:00,1.7937860030985213,Idle
2023-07-02 14:45:00,9.665365803183182,Idle
2023-07-02 15:00:00,46.38988181235381,Light Usage
2023-07-02 15:15:00,24.355593390790297,Light Usage
2023-07-02 15:30:00,39.16452079602891,Light Usage
2023-07-02 15:45:00,30.05602497520472,Light Usage
2023-07-02 16:00:00,12.423488450996942,Light Usage
2023-07-02 16:15:00,38.48301153136351,Light Usage
2023-07-02 16:30:00,38.49153820444505,Light Usage
2023-07-02 16:45:00,23.2236195796233,Light Usage
2023-07-02 17:00:00,32.84332708826638,Light Usage
2023-07-02 17:15:00,20.773200001502936,Light Usage
2023-07-02 17:30:00,20.524199228481855,Light Usage
2023-07-02 17:45:00,7.748942102470071,Idle
2023-07-02 18:00:00,30.613517597000012,Light Usage
2023-07-02 18:15:00,39.98338143643677,Light Usage
2023-07-02 18:30:00,23.76643734186395,Light Usage
2023-07-02 18:45:00,0.0,Idle
2023-07-02 19:00:00,5.918996993095757,Idle
2023-07-02 19:15:00,40.65788893748886,Light Usage
2023-07-02 19:30:00,57.07602934191057,High Usage
2023-07-02 19:45:00,34.15696359630592,Light Usage
2023-07-02 20:00:00,40.89661753212472,Light Usage
2023-07-02 20:15:00,32.68096748330196,Light Usage
2023-07-02 20:30:00,23.48760850367425,Light Usage
2023-07-02 20:45:00,11.773804892667826,Light Usage
2023-07-02 21:00:00,48.84119824591326,Light Usage
2023-07-02 21:15:00,27.88927153708186,Light Usage
2023-07-02 21:30:00,30.338266531486475,Light Usage
2023-07-02 21:45:00,18.557820935447488,Light Usage
2023-07-02 22:00:00,28.71328610485975,Light Usage
2023-07-02 22:15:00,15.606678312563092,Light Usage
2023-07-02 22:30:00,44.74326049423709,Light Usage
2023-07-02 22:45:00,46.15505939116234,Light Usage
2023-07-02 23:00:00,11.477052969791028,Light Usage
2023-07-02 23:15:00,48.49990555416079,Light Usage
2023-07-02 23:30:00,33.72121717782698,Light Usage
2023-07-02 23:45:00,17.571835328102075,Light Usage
2023-07-03 00:00:00,4.95578921310591,Idle
2023-07-03 00:15:00,6.254479303374618,Idle
2023-07-03 00:30:00,3.406221060007998,Idle
2023-07-03 00:45:00,5.237681992039053,Idle
2023-07-03 01:00:00,6.466150576365263,Idle
2023-07-03 01:15:00,4.658553261276611,Idle
2023-07-03 01:30:00,2.7925705488485955,Idle
2023-07-03 01:45:00,7.8772823726083665,Idle
2023-07-03 02:00:00,5.765179459787653,Idle
2023-07-03 02:15:00,3.61082161897997,Idle
2023-07-03 02:30:00,8.409236792711628,Idle
2023-07-03 02:45:00,2.9134829318641553,Idle
2023-07-03 03:00:00,5.010729581760343,Idle
2023-07-03 03:15:00,6.280200319880527,Idle
2023-07-03 03:30:00,4.828431660680454,Idle
2023-07-03 03:45:00,2.321722770627394,Idle
2023-07-03 04:00:00,2.113013511114723,Idle
2023-07-03 04:15:00,7.483391296833609,Idle
2023-07-03 04:30:00,7.020865391302994,Idle
2023-07-03 04:45:00,3.1715280588126467,Idle
2023-07-03 05:00:00,2.1419988405534345,Idle
2023-07-03 05:15:00,4.182771988357917,Idle
2023-07-03 05:30:00,3.6879773067411774,Idle
2023-07-03 05:45:00,4.914652052349379,Idle
2023-07-03 06:00:00,6.231766122051433,Idle
2023-07-03 06:15:00,3.6459538669399496,Idle
2023-07-03 06:30:00,4.999156627078883,Idle
2023-07-03 06:45:00,6.0293143919958645,Idle
2023-07-03 07:00:00,8.829057894224787,Idle
2023-07-03 07:15:00,1.5236953561883828,Idle
2023-07-03 07:30:00,7.472292004230791,Idle
2023-07-03 07:45:00,5.86180527694053,Idle
2023-07-03 08:00:00,14.101225086578804,Light Usage
2023-07-03 08:15:00,18.852321293757548,Light Usage
2023-07-03 08:30:00,10.779384684504087,Light Usage
2023-07-03 08:45:00,12.120112528618417,Light Usage
2023-07-03 09:00:00,68.20413845597662,High Usage
2023-07-03 09:15:00,50.851277885709145,High Usage
2023-07-03 09:30:00,59.10234871456064,High Usage
2023-07-03 09:45:00,67.93412830823554,High Usage
2023-07-03 10:00:00,64.97955542529373,High Usage
2023-07-03 10:15:00,75.14722030571451,Very High Usage
2023-07-03 10:30:00,65.1010557395817,High Usage
2023-07-03 10:45:00,81.74597476396299,Very High Usage
2023-07-03 11:00:00,65.73675705028556,High Usage
2023-07-03 11:15:00,61.086578606918884,High Usage
2023-07-03 11:30:00,64.50055642186564,High Usage
2023-07-03 11:45:00,76.65928161255513,Very High Usage
2023-07-03 12:00:00,58.268369134813724,High Usage
2023-07-03 12:15:00,83.09104215681947,Very High Usage
2023-07-03 12:30:00,70.12855970301918,High Usage
2023-07-03 12:45:00,56.74879988679099,High Usage
2023-07-03 13:00:00,58.592292988286225,High Usage
2023-07-03 13:15:00,76.32721705421099,Very High Usage
2023-07-03 13:30:00,91.07194993450061,Very High Usage
2023-07-03 13:45:00,71.00311259254593,High Usage
2023-07-03 14:00:00,47.57606193801889,Light Usage
2023-07-03 14:15:00,68.33365683005259,High Usage
2023-07-03 14:30:00,80.3387153852179,Very High Usage
2023-07-03 14:45:00,54.11642462389683,High Usage
2023-07-03 15:00:00,58.59548185838427,High Usage
2023-07-03 15:15:00,67.95018998548548,High Usage
2023-07-03 15:30:00,65.59542157368595,High Usage
2023-07-03 15:45:00,56.07182272224922,High Usage
2023-07-03 16:00:00,63.96317134707088,High Usage
2023-07-03 16:15:00,62.44631878683198,High Usage
2023-07-03 16:30:00,75.48406250095827,Very High Usage
2023-07-03 16:45:00,78.57186058895059,Very High Usage
2023-07-03 17:00:00,38.30843704738194,Light Usage
2023-07-03 17:15:00,37.003115885081144,Light Usage
2023-07-03 17:30:00,18.71172440165801,Light Usage
2023-07-03 17:45:00,39.70617616967555,Light Usage
2023-07-03 18:00:00,41.919199493104756,Light Usage
2023-07-03 18:15:00,43.94570596901902,Light Usage
2023-07-03 18:30:00,33.904869440821244,Light Usage
2023-07-03 18:45:00,41.15111578627334,Light Usage
2023-07-03 19:00:00,46.87269839501889,Light Usage
2023-07-03 19:15:00,38.31743396949151,Light Usage
2023-07-03 19:30:00,54.5186723276847,High Usage
2023-07-03 19:45:00,28.92628282717012,Light Usage
2023-07-03 20:00:00,49.9852003464939,Light Usage
2023-07-03 20:15:00,29.150353422741535,Light Usage
2023-07-03 20:30:00,42.297069132017896,Light Usage
2023-07-03 20:45:00,48.50865868581362,Light Usage
2023-07-03 21:00:00,41.348177562462745,Light Usage
2023-07-03 21:15:00,52.00634253436193,High Usage
